Age,Income,Debt,Credit_Utilization,Loan_Amount,Loan_Duration,Previous_Defaults,Payment_History,Employment_Length,Num_Credit_Cards,Monthly_Expenses,Existing_Loans,Credit_History_Length,Savings,Creditworthy
60,55356.65,13598.2,0.2744,16160.4,48,0,69.88,5.9,4,2801.68,4,17.6,3289.09,1
33,55751.34,12180.38,0.0555,18854.39,12,1,81.35,7.6,4,3198.69,4,9.7,13859.65,1
63,30946.57,14990.2,0.1616,14345.71,48,1,74.76,3.6,4,1251.55,1,28.0,796.06,1
25,35199.73,7757.95,0.3654,6845.96,12,0,83.65,0.3,8,1849.53,3,3.0,12114.93,1
66,38498.05,23043.96,0.0303,20354.27,60,0,83.02,0.7,4,971.89,2,33.6,17998.53,1
42,55929.23,21672.22,0.7479,31078.89,12,0,82.85,17.7,3,2596.21,1,18.4,26901.51,1
67,56557.71,13609.49,0.7897,7112.01,60,0,81.11,2.5,6,1939.66,1,19.8,10287.73,1
29,85881.85,11173.07,0.4132,33984.96,36,1,78.18,7.4,2,2594.52,0,3.8,3788.05,1
42,62701.1,10365.14,0.975,32171.84,12,0,96.41,1.2,9,3110.5,0,13.0,10594.02,1
34,12000.0,12518.84,0.6754,23969.99,24,0,70.72,3.8,5,448.46,4,12.8,1942.12,0
43,60252.84,3798.04,0.7388,24050.45,24,1,77.36,0.8,7,2739.31,1,3.2,11948.24,1
63,25999.67,7323.14,0.1985,18137.54,60,0,68.45,8.3,1,1369.75,2,16.0,20916.19,1
65,35680.58,21880.96,0.8307,20420.17,36,2,73.29,0.9,2,1531.39,4,20.8,30701.17,0
31,38756.61,17414.5,0.9361,15364.15,60,1,69.96,6.1,3,1536.96,2,10.2,2045.55,0
58,41733.23,28074.2,0.2416,20316.38,48,0,86.79,0.8,4,1907.14,4,27.1,9621.36,1
53,27497.01,12606.44,0.6827,21398.26,48,0,88.3,8.5,3,1600.39,0,10.8,30802.3475,1
40,59069.64,12107.89,0.742,38812.44,48,1,71.07,3.5,2,1726.54,1,14.3,9856.15,1
60,26783.95,11736.81,0.3091,25656.16,24,0,99.34,2.7,6,911.7,2,10.3,28609.53,1
23,62133.35,12446.68,0.4755,17905.97,48,0,71.37,2.1,1,3488.26,2,2.6,5774.24,1
64,99739.42,9720.37,0.1056,19010.93,12,0,93.14,5.8,8,4929.34625,0,5.9,15645.79,1
22,28412.82,17167.91,0.1796,12867.42,48,1,71.7,0.5,1,1238.61,0,1.6,883.53,1
60,49309.79,15232.83,0.0703,14515.71,24,0,76.53,9.7,2,1261.2,0,26.7,2345.14,1
42,12000.0,10920.68,0.559,29106.96,12,1,86.59,7.2,3,632.09,3,7.2,1249.14,0
35,48981.29,25009.19,0.6228,15060.33,36,0,82.31,2.3,4,2254.24,1,10.4,580.73,1
30,67854.34,30172.66,0.9078,13824.64,60,1,80.25,19.0,5,2884.71,2,4.0,5865.83,1
60,69412.78,24332.62,0.5413,14074.87,60,0,91.77,8.9,4,3969.28,1,6.3,19207.11,1
31,56547.27,19464.99,0.2654,12708.21,12,0,88.31,1.6,6,1664.68,2,9.5,3267.32,1
45,72785.27,21094.16,0.0683,31271.85,12,0,96.57,10.9,3,2655.95,1,10.6,2691.34,1
35,105921.09,29851.32,0.8773,21427.03,60,1,69.23,0.5,8,4859.33,4,10.5,14224.06,1
45,89246.09,21082.55,0.4793,17176.85,60,0,60.65,5.8,2,2245.05,0,13.9,3056.98,1
68,44549.58,10318.51,0.7326,20292.82,12,0,99.99,0.7,9,2398.69,4,28.6,9393.83,1
44,25977.92,18138.18,0.0244,22172.91,60,0,71.34,18.6,7,1309.39,4,12.4,1743.78,1
49,46876.97,20009.95,0.4884,12527.06,36,0,61.72,0.3,8,1538.96,1,15.0,5176.09,1
64,36060.34,7042.26,0.3292,6104.04,48,0,69.89,1.3,6,1271.68,4,32.5,7886.42,1
26,64026.95,12720.55,0.0397,33385.03,48,0,86.75,3.8,5,2252.77,1,4.0,30802.3475,1
57,31376.13,23803.13,0.7702,29880.24,36,1,83.52,4.4,5,1685.05,2,26.0,19327.48,0
49,53543.55,412.06,0.5126,23778.03,48,0,68.27,3.6,7,1911.56,4,12.8,139.84,1
37,71760.28,4996.57,0.3365,29191.94,48,0,67.45,6.7,4,2461.97,3,14.8,10103.37,1
45,52986.08,13588.74,0.7997,39143.64,48,0,77.77,0.0,1,2631.06,0,3.9,10344.87,1
50,36073.72,17829.44,0.448,14645.96,24,0,60.54,4.1,6,1597.73,4,11.7,7997.65,1
21,78496.28,4138.94,0.0134,8799.66,36,0,60.1,4.8,5,2902.52,4,0.7,276.08,1
63,17420.38,13985.69,0.9356,26615.17,60,1,84.67,1.2,7,770.03,2,13.9,3279.79,0
51,48444.1,24230.15,0.2606,5331.74,12,0,73.01,5.4,1,2695.82,1,6.1,2269.87,1
65,54166.8,15549.21,0.824,20379.73,36,0,60.96,5.3,7,2167.65,1,21.1,357.86,1
20,55318.17,22512.71,0.8101,17015.69,36,0,78.39,3.8,2,1391.69,1,0.2,21646.27,1
43,58609.92,10263.09,0.1691,26738.88,24,0,97.42,1.5,7,2898.91,1,12.7,8866.15,1
25,67208.8,8520.67,0.4745,15177.25,24,0,70.2,2.7,2,3916.58,0,5.3,3013.62,1
23,54291.85,21790.99,0.0494,31997.7,48,1,70.04,1.6,3,1452.23,2,1.1,21539.99,1
33,47638.83,17954.12,0.3575,12531.16,24,0,78.72,7.3,7,2161.75,0,8.4,18957.01,1
41,46848.21,5515.23,0.7264,27058.01,60,0,65.94,4.8,2,1793.51,1,6.5,2595.01,1
65,42769.68,8593.27,0.2423,13335.86,60,1,85.52,0.8,4,1874.05,1,9.5,2661.74,1
56,70750.87,27516.65,0.1248,25484.54,48,1,93.57,4.2,9,2494.74,1,26.1,1990.9,1
47,42069.43,7603.56,0.507,9853.54,24,0,67.78,11.7,6,2108.05,2,12.5,2097.26,1
62,71935.42,22474.63,0.5362,19758.86,48,0,86.35,8.9,8,2022.04,0,6.5,13184.24,1
30,55379.98,11174.51,0.6723,33220.92,12,0,95.52,11.1,9,1550.44,2,5.8,2742.41,1
22,44574.9,14974.59,0.754,21150.05,24,1,96.12,12.4,9,1917.04,1,3.1,17729.93,1
42,67368.14,17356.74,0.6919,31830.77,24,1,82.12,1.0,7,2404.97,0,15.9,30802.3475,1
37,40450.92,0.0,0.8385,19737.26,24,0,66.09,6.4,2,2255.97,0,9.3,573.85,1
35,67763.68,3298.26,0.2284,14949.51,24,1,86.37,5.2,6,2128.62,1,13.0,7528.29,1
64,59254.52,15690.66,0.5684,21719.82,60,0,89.39,0.2,8,3013.7,2,30.4,359.43,1
35,43073.51,9205.54,0.3629,26183.97,48,0,90.17,7.5,4,2476.19,0,7.0,4003.17,1
19,65572.7,22972.65,0.9529,2000.0,60,1,97.37,1.2,9,2353.48,1,0.4,27366.16,1
27,65931.79,2151.03,0.4415,25222.85,48,0,84.61,12.4,8,3664.75,0,6.7,4559.65,1
62,78150.39,19522.04,0.9505,10601.65,12,1,78.64,9.0,1,2779.35,1,5.8,11676.76,1
67,74322.94,3990.23,0.7637,8115.62,24,0,80.1,7.3,8,3230.92,2,16.2,7697.13,1
64,64825.48,12183.16,0.7141,25385.77,36,1,72.86,6.0,9,1621.38,3,18.7,8849.39,1
29,32448.18,6484.98,0.4917,33385.03,60,0,62.29,3.2,1,1097.02,3,2.7,30802.3475,1
64,103971.74,30219.44,0.4445,22164.06,36,0,88.7,8.0,9,2781.61,1,10.3,17175.58,1
30,26927.68,4284.06,0.526,6445.93,12,1,60.79,8.6,1,700.01,2,5.4,25185.72,1
67,73985.26,14023.52,0.2978,13294.39,36,0,62.56,0.5,7,4305.07,2,25.0,11018.37,1
64,63625.68,1185.31,0.8964,15817.33,12,0,73.37,2.0,2,3212.9,3,19.4,5157.24,1
28,31517.15,27796.56,0.7884,21960.97,60,0,97.24,1.9,4,1141.4,0,3.8,4767.2,1
36,52513.98,18210.26,0.7954,19281.2,12,0,79.33,0.7,8,2505.04,2,10.7,30802.3475,1
52,53424.94,16095.78,0.4345,24952.3,60,0,68.61,18.6,8,2274.06,3,21.0,3535.06,1
56,81111.65,26794.5,0.0797,29999.73,60,0,95.88,4.4,7,4509.51,0,8.4,2058.55,1
43,40733.78,16179.38,0.6794,23447.45,36,1,82.87,4.5,4,1356.46,2,3.6,1390.52,1
63,49761.1,16756.57,0.3769,28980.81,48,0,74.79,2.4,4,2094.0,4,6.5,7853.3,1
31,12000.0,16053.8,0.863,17302.9,48,0,88.63,7.3,6,302.59,0,8.0,12271.12,1
62,89695.26,19509.07,0.7747,47423.698749999996,48,0,77.64,3.2,5,4417.34,3,4.9,6725.37,1
61,33590.64,11060.47,0.1524,25531.81,24,3,89.2,6.8,9,1487.03,2,33.7,23200.29,1
41,61538.22,13285.7,0.5997,26840.49,36,1,68.74,10.5,5,2816.93,3,13.7,13387.59,1
58,52971.84,21482.68,0.6884,37576.81,12,0,66.01,5.3,6,2605.92,3,20.7,1893.07,1
18,53039.98,17218.98,0.5668,20881.79,48,0,78.44,4.9,8,2000.27,4,0.0,30802.3475,1
68,71197.24,14086.05,0.5138,13544.92,36,1,72.78,7.7,4,2151.07,4,6.1,10638.43,1
60,88425.25,3795.82,0.2333,33064.34,24,0,84.21,3.5,2,2753.49,2,17.6,1897.1,1
39,60029.87,26984.4,0.2412,33651.43,36,0,91.55,8.3,2,2965.32,0,7.7,5781.67,1
40,54915.35,9708.37,0.7626,21535.06,12,0,96.06,0.5,5,3959.33,3,6.7,6132.68,1
36,61577.83,22897.9,0.0283,37596.28,48,0,90.42,1.4,2,2461.61,4,3.4,9976.31,1
35,75350.63,16406.03,0.7733,19167.14,12,0,73.67,12.9,2,2315.35,3,4.9,30801.01,1
29,45741.67,4652.4,0.5263,29322.83,24,0,89.09,0.9,4,1249.88,3,6.0,4933.81,1
45,76507.81,25018.2,0.9275,35155.32,12,0,81.2,3.0,7,3140.21,4,10.2,8810.76,1
45,77210.0,17036.33,0.9874,20983.29,24,1,96.24,3.3,1,3773.55,1,8.6,4922.83,1
50,76650.74,25682.76,0.6602,24567.98,12,1,88.28,2.7,5,3454.71,4,23.9,23224.69,1
36,41797.04,13540.73,0.414,30260.15,24,0,66.01,10.1,3,1451.08,4,6.0,30802.3475,1
45,51633.25,20632.41,0.4756,16338.15,36,0,63.12,6.9,3,2313.97,3,19.9,13478.33,1
69,59789.34,899.78,0.2101,11858.48,36,0,81.75,8.3,8,2577.55,0,8.0,3022.17,1
66,27583.16,10998.27,0.1072,33329.82,36,0,74.6,23.7,4,888.93,3,32.6,9634.77,1
54,86898.4,4816.05,0.5772,23067.66,36,0,66.72,18.4,6,3357.75,3,16.5,2914.05,1
43,54754.47,12001.73,0.7994,14944.1,12,0,91.91,11.1,1,2966.77,4,11.4,8541.28,1
52,60678.56,18774.49,0.2665,20941.17,60,0,75.02,4.2,2,3039.0,3,17.6,4934.61,1
51,43459.91,10163.36,0.4213,25085.32,24,1,63.44,1.8,8,2433.15,3,18.6,14438.65,1
52,28462.45,21910.74,0.5537,4307.01,24,0,70.49,6.4,6,1557.86,0,22.9,22684.59,1
57,42919.4,8147.1,0.8997,27159.93,60,1,87.08,14.9,8,1426.91,1,5.4,141.03,1
33,59384.08,22081.89,0.1459,24084.46,24,0,85.92,23.1,7,3191.18,1,4.8,24520.13,1
55,68468.58,25478.06,0.2421,36550.99,24,1,70.5,4.7,6,3115.5,1,15.7,2993.62,1
30,58235.83,23108.21,0.9102,17810.09,36,1,73.65,6.0,3,3323.56,1,9.3,12854.36,0
40,61934.48,12246.49,0.0487,33771.17,24,1,61.99,1.6,5,1952.69,3,3.1,2539.7,1
39,48259.47,0.0,0.653,19553.54,24,0,98.13,1.1,7,1759.6,2,7.9,4227.23,1
33,64924.97,19657.34,0.6367,21391.74,48,0,73.09,5.1,4,2490.15,2,9.7,9523.64,1
45,84656.66,13998.12,0.3856,22809.51,24,1,97.18,1.3,6,2183.37,3,20.3,1719.44,1
65,69095.79,7172.86,0.4688,40932.53,60,1,92.56,2.5,1,2832.12,3,31.2,2641.23,1
52,71190.84,10549.77,0.8478,7605.09,24,0,73.41,3.4,2,4019.43,1,26.7,6509.76,1
62,60880.33,26475.4,0.1717,24950.75,60,1,87.77,13.5,8,3176.52,3,20.6,1262.51,1
63,24936.9,5901.28,0.2369,20422.31,24,0,78.95,19.0,6,789.05,4,27.4,1446.41,1
25,34106.67,18746.47,0.5121,19714.65,60,0,99.07,1.4,6,1173.73,0,5.0,11071.04,1
61,64097.52,16743.67,0.4116,25830.11,24,0,85.54,0.7,8,3688.15,0,16.8,30802.3475,1
39,54781.22,12140.9,0.5729,31060.01,24,0,80.76,1.3,8,1478.79,4,3.3,30802.3475,1
38,63796.86,20156.26,0.9124,25316.32,48,0,85.52,3.7,1,2560.47,0,2.8,6899.83,1
43,88528.47,28057.96,0.9088,32352.05,48,0,68.81,7.6,9,4830.66,2,18.6,14258.95,1
57,69520.72,12632.23,0.2354,17490.39,24,0,72.26,3.7,4,3354.06,1,4.0,9748.77,1
38,80177.72,13054.55,0.3061,19514.48,48,0,88.51,13.5,2,4629.84,2,6.4,61.74,1
42,56893.63,19976.52,0.1688,9991.29,12,0,63.35,5.1,3,3271.63,2,16.7,23247.4,1
58,38855.69,22345.94,0.9192,39829.06,12,0,72.1,3.3,7,1945.75,4,15.1,15368.88,0
18,53842.68,13978.34,0.3999,18132.88,36,1,84.78,7.4,9,2219.01,4,0.0,2605.58,1
23,38904.96,12557.01,0.4507,17027.85,36,1,99.83,15.4,7,1781.83,1,1.0,30802.3475,1
40,86165.9,0.0,0.7966,26066.63,12,0,97.03,2.0,1,4434.24,4,2.7,4758.01,1
68,70807.82,8775.93,0.5127,31070.79,36,0,93.29,1.6,6,2461.42,0,27.7,4963.92,1
40,65410.25,5885.51,0.1274,13079.19,24,0,80.03,1.2,6,2634.86,0,7.2,10979.85,1
60,79718.86,20477.0,0.4391,31866.87,24,1,92.19,3.8,5,3766.19,0,4.6,10601.7,1
60,14598.87,13048.78,0.6279,16966.98,36,0,82.36,3.2,1,497.03,0,6.6,11186.68,1
40,66762.76,12735.83,0.7148,34306.2,12,1,78.34,1.4,5,3131.51,4,15.3,243.56,1
49,28787.08,14927.55,0.6424,14590.91,60,0,68.94,6.4,5,859.78,2,5.8,4067.99,1
47,54854.89,8038.59,0.1268,27354.47,24,0,98.04,1.8,8,2138.38,0,13.0,127.38,1
30,48765.85,27425.98,0.3083,20427.1,48,0,83.93,7.1,5,1384.84,1,4.1,4147.91,1
60,68234.73,25385.55,0.7289,8736.22,60,1,87.01,9.1,5,3624.62,3,10.2,18387.73,1
35,59563.75,27944.85,0.8726,5840.36,48,0,65.64,10.1,9,2089.99,2,3.2,3042.25,1
40,81902.34,20467.34,0.0562,12570.47,24,0,77.23,0.8,6,4576.23,0,12.0,1940.75,1
32,42962.06,14764.18,0.0514,29925.57,36,0,98.59,1.8,9,2202.46,4,10.0,25689.11,1
50,69182.29,27917.83,0.6405,2000.0,48,1,90.31,3.7,9,2456.68,2,16.7,2590.74,1
38,58244.46,9552.27,0.5471,23339.46,12,0,95.31,9.3,4,2627.85,0,7.3,6463.29,1
56,22294.19,8030.33,0.1622,22468.91,48,0,75.84,2.6,3,884.81,4,12.0,4094.69,1
40,36627.67,10187.91,0.5473,3177.04,12,0,62.66,5.4,7,1899.82,1,7.8,901.38,1
44,52002.44,19182.97,0.965,12031.05,60,0,74.06,3.0,4,2489.73,1,9.3,2577.71,1
62,77245.85,8903.16,0.6283,12012.15,60,1,75.04,0.2,6,3614.6,3,20.1,9891.44,1
61,64274.46,13757.02,0.4502,20526.91,36,0,72.04,1.9,6,3162.95,3,15.4,865.52,1
35,31649.98,2185.16,0.821,34663.36,12,1,81.07,7.1,8,1235.67,3,8.7,401.24,1
41,52193.68,18848.78,0.2186,30749.62,36,0,67.69,6.6,9,2024.88,0,4.0,1745.92,1
68,95356.13,2863.17,0.416,16396.92,48,0,97.51,10.8,7,3500.4,1,14.6,3430.85,1
64,57224.47,7542.71,0.5272,11705.83,36,0,96.3,4.5,6,1736.32,0,27.8,12449.03,1
57,48453.49,24737.34,0.5044,4416.26,48,0,70.46,7.3,1,1796.69,0,24.6,6676.96,1
68,64834.79,24442.55,0.9126,16213.92,60,1,86.06,2.7,4,2986.26,1,28.7,6895.14,1
59,70267.86,17994.5,0.2968,11012.13,36,0,80.05,2.2,2,2492.71,1,13.9,4657.1,1
24,45876.63,17205.31,0.0654,19638.52,60,1,70.0,2.1,6,1443.17,3,2.5,15425.71,1
67,65051.5,10752.32,0.908,20017.44,48,0,95.88,0.9,2,3702.18,2,11.1,431.37,1
65,48422.21,8816.77,0.2227,15244.14,12,0,69.24,2.9,5,2149.84,4,36.5,8845.79,1
37,69386.55,12102.07,0.3814,15453.56,24,0,84.98,8.3,7,1809.27,3,13.5,30802.3475,1
44,58393.86,2890.77,0.5303,13062.05,48,2,73.41,0.1,6,2980.99,1,19.7,8473.65,1
23,64639.36,17019.59,0.9664,14875.21,48,0,93.04,4.3,4,3069.59,3,2.5,13391.88,1
44,39816.33,15390.65,0.5346,34359.15,24,0,84.81,0.9,5,1511.68,4,11.1,1603.26,1
26,38574.27,7532.63,0.4488,25178.08,24,0,93.3,6.8,6,1860.97,3,5.7,8553.27,1
62,73909.95,27549.46,0.582,25313.5,60,0,73.91,0.8,8,4100.57,0,17.0,3780.08,1
48,53412.07,19855.31,0.9614,30119.43,48,0,60.45,0.9,4,1719.23,2,8.6,12314.77,0
38,60700.69,20534.73,0.8116,29235.23,48,0,68.87,0.2,6,2586.61,1,9.0,1985.53,1
43,48872.09,11101.28,0.1756,34247.64,36,0,92.58,2.9,9,2478.72,1,5.5,8592.02,1
57,72974.54,14989.36,0.7972,25884.18,24,0,72.67,5.2,9,2026.78,3,24.9,7209.66,1
65,42843.8,20018.98,0.8343,22051.44,12,0,72.79,1.7,9,2144.74,3,19.2,13063.57,1
62,52287.98,16222.26,0.6869,14092.29,48,1,77.99,3.4,4,2638.54,1,24.6,11037.18,1
30,70719.86,27815.21,0.6541,11758.48,36,0,70.99,13.5,7,3071.09,1,6.1,13544.88,1
66,78459.35,13369.7,0.4421,28822.57,12,0,92.28,9.8,6,4013.89,1,24.5,25663.89,1
40,44524.81,10963.52,0.6389,18889.45,60,0,72.87,3.1,4,2108.09,2,16.5,8515.51,1
37,94193.68,20074.02,0.7328,6401.2,36,0,84.16,8.7,8,3373.21,2,2.6,5097.9,1
54,61264.83,4882.82,0.1304,2000.0,12,0,78.04,8.1,7,1830.37,4,19.1,6908.23,1
45,34141.43,22394.38,0.2622,41476.28,48,0,71.49,4.1,9,1948.61,4,7.7,11805.31,1
34,62381.04,4594.31,0.2002,10140.64,36,0,70.61,3.7,9,2756.61,3,3.0,2715.63,1
45,47340.02,20108.68,0.8344,13137.61,24,1,80.08,5.3,6,2307.68,0,3.7,2126.84,1
58,63681.37,9813.81,0.6764,32280.78,12,0,68.43,6.4,6,2740.09,4,27.2,930.65,1
19,54142.88,18812.67,0.4518,7914.25,48,1,73.83,8.6,9,2694.8,2,0.4,5129.79,1
42,56485.47,22258.74,0.8195,25314.1,36,1,61.58,4.3,8,1699.89,2,14.1,804.9,0
67,36768.13,16227.37,0.7124,38219.77,12,1,91.61,6.9,8,1190.8,3,36.9,1218.33,1
58,74801.22,5403.03,0.9053,41138.3,60,0,61.75,1.0,6,3998.72,2,27.9,21207.85,1
23,31877.45,7825.8,0.0853,15525.52,60,0,94.89,6.9,3,855.01,1,1.3,9172.6,1
28,32824.7,9170.73,0.509,19879.63,24,0,61.9,0.3,2,1319.94,0,5.4,30532.13,1
55,62347.21,0.0,0.7026,16036.16,36,0,93.93,5.4,4,1955.42,0,11.4,4571.03,1
23,87056.88,24019.82,0.2133,19820.5,36,1,85.77,6.2,5,3828.39,0,0.7,4487.89,1
62,47948.14,15880.86,0.3306,32982.72,24,0,80.24,17.1,2,1942.87,3,32.4,19365.92,1
28,69019.45,5915.86,0.4206,6006.88,36,0,65.8,2.7,9,3424.36,3,5.9,8619.27,1
31,76466.8,26645.4,0.7884,26479.57,60,1,70.27,0.6,6,2698.04,1,8.9,8333.54,1
19,71293.69,9389.38,0.4937,18045.02,60,1,87.61,2.0,1,2783.72,1,0.3,8191.21,1
57,48775.83,17004.58,0.493,33685.01,24,0,80.49,2.7,3,1600.52,2,11.5,16683.78,1
20,33179.07,8397.84,0.4323,33154.2,48,0,80.57,7.3,1,943.2,2,0.5,11208.33,1
52,12000.0,0.0,0.234,15928.69,24,0,65.33,1.0,4,390.71,2,10.2,2095.8,1
50,49743.19,4084.48,0.9146,18892.19,60,0,79.0,0.9,9,2733.28,3,5.6,12139.4,1
41,78561.75,11412.08,0.3214,28927.63,24,1,83.61,1.2,4,3230.27,2,14.1,7831.34,1
36,32516.68,22186.37,0.5661,29833.21,60,0,64.89,1.3,7,1395.57,4,14.0,1258.29,0
35,69004.2,17772.27,0.1558,2000.0,48,0,98.97,12.9,8,3429.12,3,12.5,3819.33,1
66,35996.95,16121.64,0.4356,28895.5,60,0,93.2,0.9,8,1936.92,0,9.7,14437.52,1
69,57121.45,0.0,0.8957,36464.82,36,0,72.7,2.7,9,1472.09,2,12.6,26432.55,1
41,69155.83,25160.69,0.9856,22556.09,12,1,82.54,2.6,1,2015.97,0,8.1,6405.42,1
62,41810.09,16789.44,0.3645,29501.76,48,1,82.36,0.7,7,1640.89,3,10.5,12504.96,1
52,58409.69,14044.66,0.1609,32787.56,12,1,64.27,0.6,5,1848.57,4,19.7,502.09,1
18,46698.17,24059.38,0.3182,22215.94,48,1,77.53,12.0,9,1905.98,0,0.0,7231.46,1
53,69102.97,24979.97,0.3307,28142.31,48,0,68.31,9.1,5,3143.51,3,22.0,7033.08,1
42,59706.34,24236.72,0.6416,20126.86,48,0,73.33,13.5,2,2468.22,0,12.2,30802.3475,1
62,56130.15,13023.31,0.4962,19478.32,48,1,97.75,1.9,5,2674.32,3,12.2,30802.3475,1
66,86167.0,6972.19,0.7631,13384.59,60,0,82.05,3.7,9,2209.23,4,8.9,6429.36,1
60,68246.12,22911.38,0.6973,21730.22,36,0,62.68,1.5,1,2938.44,1,18.5,1759.83,1
51,41192.96,4079.56,0.2563,38868.57,60,0,86.89,2.5,7,2018.38,1,23.8,7122.07,1
42,53282.72,30578.05,0.7786,10975.05,60,0,99.95,7.9,3,3102.2,2,7.0,11343.81,1
33,53482.02,15224.0,0.8405,26168.73,36,0,66.71,3.2,4,1524.61,2,4.9,13464.04,1
51,56606.39,6512.93,0.5964,23209.55,48,0,87.32,0.6,4,1437.1,0,19.9,2028.39,1
46,105490.19,5145.05,0.9191,34748.28,36,1,92.97,0.0,2,3659.42,2,9.5,13996.14,1
36,62417.04,4779.16,0.7773,36628.93,12,0,93.76,1.3,3,2244.51,3,12.8,30361.1,1
40,14281.95,16122.9,0.5935,10757.22,36,0,88.3,1.0,3,741.8,2,15.5,1887.32,1
36,44144.02,14948.86,0.898,14257.85,60,0,96.39,7.9,7,1473.81,2,13.1,6489.77,1
42,16352.56,5112.62,0.5984,14804.14,48,1,61.28,5.5,8,543.06,2,15.3,19991.14,0
33,48404.03,12148.35,0.5208,15158.01,60,1,62.57,9.1,8,2614.53,1,2.1,3630.73,1
68,15253.8,4056.52,0.3591,16015.52,12,1,65.38,2.7,9,599.55,3,23.6,683.18,1
26,37568.19,19714.41,0.8752,23470.65,48,0,61.73,4.4,2,1763.15,3,3.5,30802.3475,0
18,24585.57,14563.25,0.1303,11486.13,24,0,64.8,2.7,8,785.13,4,0.0,12701.46,1
59,62683.2,11972.78,0.474,12892.09,60,0,92.68,1.3,6,2825.25,1,22.9,1620.41,1
36,55010.79,4695.11,0.5367,12094.1,60,0,95.86,5.0,4,3015.57,3,11.3,6099.11,1
50,61059.25,12598.76,0.5537,24926.24,36,0,73.44,2.5,4,3015.02,1,15.3,8862.25,1
51,52908.97,11682.18,0.6489,19362.32,48,0,98.29,1.4,9,1568.83,3,20.7,25059.13,1
33,27114.04,17541.81,0.5057,17586.99,60,0,76.74,13.9,4,796.84,1,4.1,3441.47,1
61,65270.43,16336.14,0.2617,11581.2,12,0,66.88,0.6,2,1853.33,3,23.6,17078.78,1
57,93444.49,21336.48,0.8498,3959.46,48,1,87.25,7.5,5,4929.34625,1,20.6,12.31,1
35,63184.25,11123.39,0.6544,36315.34,48,0,76.81,4.0,2,2863.89,0,5.7,20947.94,1
51,46481.51,116.71,0.851,17112.72,36,0,60.78,7.2,5,1188.97,4,14.9,14266.68,1
42,26438.66,22928.74,0.2805,47104.92,60,0,98.65,0.5,7,1400.0,0,19.0,28465.92,1
62,36838.66,7511.74,0.6343,27727.91,60,0,83.92,2.5,2,1321.93,0,26.0,5036.25,1
23,64060.79,6144.66,0.7099,38292.53,24,0,84.53,7.9,9,3045.58,1,2.1,30802.3475,1
38,76462.36,14655.07,0.3857,29934.87,24,0,99.31,8.4,1,4082.73,1,11.9,15903.24,1
23,60217.32,17418.16,0.806,21585.16,48,0,93.34,7.8,9,3018.68,1,1.8,1544.78,1
49,70997.75,10753.31,0.0125,14023.42,60,0,74.51,6.8,4,3719.41,1,10.0,2634.84,1
58,69153.56,10690.46,0.593,10231.6,36,0,61.67,2.4,3,3582.75,4,18.1,16312.88,1
65,65130.69,11871.79,0.6113,31196.51,60,0,68.9,6.3,3,1952.0,4,19.5,6143.54,1
60,41830.53,26332.32,0.5332,22650.34,36,0,74.06,0.6,9,1586.3,1,32.1,14313.13,1
56,58478.47,14978.58,0.6274,26165.01,24,0,98.41,0.9,7,3244.21,4,29.8,6114.65,1
48,38032.44,7256.3,0.1739,28146.24,12,0,95.55,3.9,2,1069.7,2,9.8,9795.98,1
59,55348.58,7337.73,0.6811,23559.74,60,0,60.86,4.0,3,3185.21,3,6.0,4125.96,1
27,61617.27,12992.93,0.3391,15281.42,24,0,99.49,3.2,1,2005.58,3,2.2,6417.25,1
47,88575.68,16902.86,0.453,30127.02,12,0,70.28,6.6,5,4039.0,0,21.7,18795.34,1
69,28805.36,18871.84,0.3364,18018.13,12,0,91.01,4.1,5,1034.17,3,10.5,6908.91,1
35,64630.15,15993.27,0.4745,20905.69,24,0,64.66,0.3,9,3732.91,1,9.1,11649.58,1
41,84624.73,8265.01,0.6191,27173.91,24,0,68.81,10.9,3,3595.29,3,2.9,2302.05,1
69,70176.96,11608.47,0.8316,19410.37,24,1,80.22,4.9,6,2104.21,3,23.2,11657.03,1
26,71658.91,20871.26,0.4838,2000.0,36,0,88.14,11.3,9,3814.07,4,3.1,1101.1,1
48,66753.9,5831.26,0.3268,30405.88,48,0,73.82,2.8,3,2562.35,2,17.9,9448.31,1
32,80966.69,11273.97,0.4882,32549.29,48,0,94.93,0.0,7,4323.56,4,6.4,7838.78,1
21,33250.44,19779.7,0.685,2000.0,48,0,97.61,3.4,2,1322.83,1,1.3,5434.47,1
57,27281.47,22002.25,0.3498,9567.09,36,0,64.9,4.2,6,1530.49,4,21.0,17545.74,1
26,54873.32,13456.68,0.416,40238.8,24,0,88.74,0.1,7,1473.33,1,4.7,8680.13,1
62,12000.0,11710.35,0.5616,22320.35,48,1,65.28,4.3,8,693.36,2,24.3,2924.2,0
26,79612.92,4423.06,0.2981,20035.51,36,0,73.63,13.4,2,3221.6,0,5.7,7151.27,1
43,79414.3,19205.12,0.2149,15736.17,36,1,92.78,1.2,1,2962.52,0,4.5,15966.22,1
21,46332.99,25550.24,0.1476,9692.97,24,0,73.45,1.7,8,1222.78,2,2.3,19582.95,1
34,47584.59,35521.23,0.3556,18055.82,12,0,96.3,5.2,7,1551.16,3,9.2,3705.04,1
33,53553.05,18091.57,0.0574,29744.23,36,0,76.46,8.6,8,1896.8,2,3.6,824.63,1
